Puni naziv;Skraćeni naziv;Adresa;Pošta i mesto;Region;Matični broj;Poreski br.;Pravni oblik:;Datum osnivanja:;Delatnost:
GPS INSULATORS D.O.O. BEOGRAD-VOŽDOVAC;GPS INSULATORS D.O.O. BEOGRAD;Bulevar Peka Dapčevića 25;11010 BEOGRAD-VOŽDOVAC;Grad Beograd;20927640;108078615;Društvo sa ograničenom odgovornošću;21.5.2013.;Proizvodnja izolatora i izolacionog pribora od keramike
TOP LEVEL ONE DOO VLASOTINCE;TOP LEVEL ONE DOO;29.Novembra bb;16210 VLASOTINCE;Jablanički;21097802;108943740;Društvo sa ograničenom odgovornošću;14.4.2015.;Trgovina na malo motornim gorivima u specijalizovanim prodavnicama
TOP LEVEL FIVE DOO BEOGRAD-NOVI BEOGRAD;TOP LEVEL FIVE DOO BEOGRAD-NOVI BEOGRAD;ANTIFAŠISTIČKE BORBE 23 G/LOK. 5;11070 NOVI BEOGRAD;Grad Beograd;21292729;110068978;Društvo sa ograničenom odgovornošću;30.5.2017.;Delatnosti restorana i pokretnih ugostiteljskih objekta
TOP LEVEL CMS DOO BEOGRAD-NOVI BEOGRAD;TOP LEVEL CMS DOO BEOGRAD-NOVI BEOGRAD;BULEVAR MIHAILA PUPINA 10B 4;11070 NOVI BEOGRAD;Grad Beograd;20294850;105014581;Društvo sa ograničenom odgovornošću;1.6.2007.;Izgradnja puteva i autoputeva
TOP LEVEL DOO PREDUZEĆE ZA PROIZVODNJU PROMET I USLUGE BEOGRAD (ZEMUN);TOP LEVEL DOO BEOGRAD-ZEMUN;ŠAJKAŠKA 3;11080 ZEMUN;Grad Beograd;17317075;100834573;Društvo sa ograničenom odgovornošću;30.4.2001.;Proizvodnja ostalih proizvoda od drveta, plute, slame i pruća
TOP LEVEL INŽ DOO BEOGRAD (PALILULA);TOP LEVEL INŽ DOO BEOGRAD;Zrenjaninski Put 139J;11060 BEOGRAD-PALILULA;Grad Beograd;21254738;109852963;Društvo sa ograničenom odgovornošću;10.1.2017.;Izgradnja stambenih i nestambenih zgrada
TOP LEVEL DOO ZA TRGOVINU I GRAĐEVINSKI INŽENJERING, SUBOTICA;TOP LEVEL DOO SUBOTICA;KIREŠKA 26/B;24000 Subotica;Severno-Bački;08791716;102995400;Društvo sa ograničenom odgovornošću;20.5.2003.;Trgovina na veliko čvrstim, tečnim i gasovitim gorivima i sličnim proizvodima
Ariadna Yuriria Osorio Bravo pr Organizacija umetničkih događaja TOP LEVEL MUSICA Novi Sad;Ariadna Yuriria Osorio Bravo pr Organizacija umetničkih događaja TOP LEVEL MUSICA Novi Sad;DOSTOJEVSKOG 7;21000 Novi Sad;Južno-Bački;67133501;113853759;Preduzetnik;3.8.2023.;Druge umetničke delatnosti u okviru izvođačke umetnosti
MILOŠ KRSTIĆ PR SPORTSKI MENADŽER TOP LEVEL BEOGRAD;MILOŠ KRSTIĆ PR SPORTSKI MENADŽER TOP LEVEL BEOGRAD;Matice Srpske 85g;11050 BEOGRAD-ZVEZDARA;Grad Beograd;64871943;110475432;Preduzetnik;22.1.2018.;Ostale stručne, naučne i tehničke delatnosti
AVALA AUTO CENTAR DOO ZA TRGOVINU, PROIZVODNJU I USLUGE, MARADIK;AVALA AUTO CENTAR DOO;Fruškogorska 22;22327 Maradik;Sremski;20655178;106664115;Društvo sa ograničenom odgovornošću;9.6.2010.;Održavanje i popravka motornih vozila
MP METAL SOLUTIONS DOO BEOGRAD-ZEMUN;MP METAL SOLUTIONS DOO BEOGRAD-ZEMUN;BATAJNIČKI DRUM 285A;11080 ZEMUN;Grad Beograd;20765275;107159038;Društvo sa ograničenom odgovornošću;7.7.2011.;Mašinska obrada metala
TECHNOSTEEL & CONSULTING DOO RUMA;TECHNOSTEEL & CONSULTING DOO RUMA;Industrijska 37;22400 RUMA;Sremski;21096776;108937997;Društvo sa ograničenom odgovornošću;8.4.2015.;Proizvodnja mašina za metalurgiju
PREDUZEĆE ZA PROMET ROBA I USLUGA TECHNOSTEEL DOO BEOGRAD (STARI GRAD);TECHNOSTEEL DOO BEOGRAD;Trg republike 3/IV;11000 BEOGRAD;Grad Beograd;17335987;100159558;Društvo sa ograničenom odgovornošću;26.3.2001.;Trgovina na veliko metalima i metalnim rudama
IVAN ZEKOVIĆ PR TEHNIČKO SAVETOVANJE TECHNO STEEL ČAČAK;IVAN ZEKOVIĆ PR TECHNO STEEL;Ježevica BB;32222 JEŽEVICA;Moravički;64765647;110258985;Preduzetnik;3.10.2017.;Inženjerske delatnosti i tehničko savetovanje
SCHIEBEL COMPONENTS DOO JAGODINA;SCHIEBEL COMPONENTS DOO JAGODINA;ITALIJANSKA 23;35000 JAGODINA;Pomoravski;21498726;111538164;Društvo sa ograničenom odgovornošću;8.7.2019.;Proizvodnja elektronskih elemenata
RASCO-TAMP FABRIKA KOMUNALNE OPREME I ARMATURA DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU SENTA;RASCO-TAMP DOO SENTA;EUGENA SAVOJSKOG 6;24400 Senta;Severno-Banatski;20942819;108161276;Društvo sa ograničenom odgovornošću;16.7.2013.;Proizvodnja mašina za poljoprivredu i šumarstvo
TERMOMETAL PREDUZEĆE ZA IZRADU OPREME I TERMIČKU OBRADU DOO ADA;TERMOMETAL DOO ADA;INDUSTRIJSKA ULICA 12;24430 Ada;Severno-Banatski;08391726;101092577;Društvo sa ograničenom odgovornošću;26.6.1998.;Proizvodnja mašina za obradu metala
TERMOMETAL DJD DOO ZA GRAĐEVINARSTVO TRGOVINU I USLUGE NOVI SAD;TERMOMETAL DJD DOO NOVI SAD;HADŽI RUVIMOVA 65;21000 Novi Sad;Južno-Bački;21141496;109203523;Društvo sa ograničenom odgovornošću;9.10.2015.;Izgradnja stambenih i nestambenih zgrada
TERMOMETAL ERSTE DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA GRAĐEVINARSTVO, TRGOVINU I USLUGE NOVI SAD;TERMOMETAL ERSTE DOO NOVI SAD;HADŽI RUVIMOVA 65;21000 Novi Sad;Južno-Bački;20664185;106708864;Društvo sa ograničenom odgovornošću;19.7.2010.;Izgradnja stambenih i nestambenih zgrada
TERMOMETAL GRADNJA DOO NOVI SAD;TERMOMETAL GRADNJA;HADŽI RUVIMOVA 65;21000 Novi Sad;Južno-Bački;20238585;104787907;Društvo sa ograničenom odgovornošću;3.3.2006.;Izgradnja stambenih i nestambenih zgrada
DRUŠTVO ZA GRAĐEVINARSTVO TROVINU I USLUGE TERMOMETAL 017 DOO NOVI SAD;TERMOMETAL 017 DOO Novi Sad;Hadži Ruvimova 65;21000 Novi Sad;Južno-Bački;21330892;110287586;Društvo sa ograničenom odgovornošću;20.10.2017.;Izgradnja stambenih i nestambenih zgrada
PREDUZEĆE ZA PROIZVODNJU INŽENJRING PROJEKTOVANJE TRGOVINU I USLUGE TERMOMETAL DOO BEOGRAD (ZVEZDARA);TERMOMETAL DOO;USTANIČKA 242 G;11050 BEOGRAD-ZVEZDARA;Grad Beograd;06179746;101468195;Društvo sa ograničenom odgovornošću;17.8.1992.;Proizvodnja rashladne i ventilacione opreme, osim za domaćinstvo
DRUŠTVO ZA PROIZVODNJU, INŽENJERING, TRGOVINU, USLUGE, PROJEKTOVANJE I IZVOĐENJE RADOVA TERMOVENT-TERMOMETAL DOO, KALUĐERICA;TERMOVENT-TERMOMETAL DOO KALUĐERICA;MIJE KOVAČEVIĆ 4;11130 Kaluđerica;Grad Beograd;20129158;104255426;Društvo sa ograničenom odgovornošću;25.1.2006.;Proizvodnja rashladne i ventilacione opreme, osim za domaćinstvo
TERMOMETAL MBM DOO INĐIJA;TERMOMETAL MBM DOO;Pinc 1 bb;22320 Inđija;Sremski;21237043;109757021;Društvo sa ograničenom odgovornošću;25.10.2016.;Obrada i prevlačenje metala
SAMOSTALNA ZANATSKA TRGOVINSKA RADNJA TERMOMETAL NASTIĆ DEJAN PR SRBOBRAN;SAMOSTALNA ZANATSKA TRGOVINSKA RADNJA TERMOMETAL NASTIĆ DEJAN PR SRBOBRAN;Popovača venac 8;21480 Srbobran;Južno-Bački;56802053;103826307;Preduzetnik;3.5.2005.;Proizvodnja metalnih konstrukcija i delova konstrukcija
TERMOMETAL INVEST DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA GRAĐEVINARSTVO, TRGOVINU I USLUGE, NOVI SAD;TERMOMETAL INVEST DOO NOVI SAD;HADŽI RUVIMOVA 65;21000 Novi Sad;Južno-Bački;20390972;105479339;Društvo sa ograničenom odgovornošću;4.3.2008.;Izgradnja stambenih i nestambenih zgrada
PRIVREDNO DRUŠTVO ZA PROIZVODNJU TRGOVINU I USLUGE Kedar Team International d.o.o. Bačka Palanka;Kedar Team International d.o.o. Bačka Palanka;Savska 2;21400 Bačka Palanka;Južno-Bački;21571814;111924480;Društvo sa ograničenom odgovornošću;24.3.2020.;Proizvodnja ostale građevinske stolarije i elemenata
BI-KEDAR DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA TRGOVINU, PROIZVODNJU I POSLOVNE USLUGE, STARI LEDINCI - U LIKVIDACIJI;BI-KEDAR DOO STARI LEDINCI - U LIKVIDACIJI;Hopovska 7/a;21207 LEDINCI;Južno-Bački;08790043;102921228;Društvo sa ograničenom odgovornošću;9.6.2003.;Trgovina na veliko ostalim proizvodima za domaćinstvo
CNC SOLUTIONS KUKIĆ DOO BEOGRAD DRUŠTVO ZA TRGOVINU I USLUGE;CNC SOLUTIONS KUKIĆ DOO;UGRINOVAČKI PUT 22 DEO 37;11080 ZEMUN;Grad Beograd;21678562;112457589;Društvo sa ograničenom odgovornošću;26.4.2021.;Mašinska obrada metala
METAL KONSTRUKT DOO BAČKA TOPOLA;METAL KONSTRUKT DOO BAČKA TOPOLA;INDUSTRIJSKI REON BB;24300 Bačka Topola;Severno-Bački;20188146;104578064;Društvo sa ograničenom odgovornošću;25.7.2006.;"Kovanje, presovanje, štancovanje i valjanje metala; metalurgija praha"
PREDUZEĆE ZA PROIZVODNJU I PROMET ROBA NA VELIKO I MALO PLAMEN DOO INĐIJA;PLAMEN DOO;KRALJA PETRA I BB;22320 Inđija;Sremski;08340242;102001789;Društvo sa ograničenom odgovornošću;21.8.1992.;Proizvodnja ostale električne opreme
PLAMEN INVEST DOO Inđija;PLAMEN INVEST DOO;KRALjA PETRA I BB;22320 Inđija;Sremski;21684295;112484036;Društvo sa ograničenom odgovornošću;17.5.2021.;Izgradnja stambenih i nestambenih zgrada
MGM PLAMEN COMPANY DOO ZA UNUTRAŠNJU, SPOLJNU TRGOVINU, PROIZVODNJU I USLUGE BEČEJ;MGM PLAMEN COMPANY DOO BEČEJ;INDUSTRIJSKA 1A;21220 Bečej;Južno-Bački;20575751;106312895;Društvo sa ograničenom odgovornošću;7.10.2009.;Trgovina na veliko poljoprivrednim mašinama, opremom i priborom
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU I TRGOVINU PLAMEN CRNA TRAVA;PLAMEN DOO CRNA TRAVA;CRNA TRAVA BB;16215 CRNA TRAVA;Jablanički;08209081;100913845;Društvo sa ograničenom odgovornošću;18.9.1990.;Nespecijalizovana trgovina na veliko
PREDUZEĆE ZA PROIZVODNJU, PROMET I USLUGE PLAMEN DOO ČITLUK;PLAMEN DOO KRUŠEVAC;CARA LAZARA 474;37208 ČITLUK;Rasinski;17369504;102066556;Društvo sa ograničenom odgovornošću;24.1.2002.;Trgovina na veliko čvrstim, tečnim i gasovitim gorivima i sličnim proizvodima
PLAMEN-IN COMPANY DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU NIŠ;PLAMEN-IN COMPANY DOO NIŠ;Homoljska 10;18000 NIŠ;Grad Niš;20317132;105130246;Društvo sa ograničenom odgovornošću;10.8.2007.;Nespecijalizovana trgovina na veliko
KONI PLAMEN DOO ŠABAC;KONI PLAMEN DOO;6. Puka 10 B;15000 ŠABAC;Mačvanski;21324981;110251679;Društvo sa ograničenom odgovornošću;28.9.2017.;Tehničko ispitivanje i analize
DRUŠTVO ZA INŽENJERING, KONSALTING I PROJEKTOVANJE PLAMEN 014 DOO VALJEVO;PLAMEN 014 DOO VALJEVO;POP LUKINA 32;14000 VALJEVO;Kolubarski;20706619;106923664;Društvo sa ograničenom odgovornošću;26.1.2011.;Informacione uslužne delatnosti na drugom mestu nepomenute
PLAMEN-GRAD DOO KOVIN;PLAMEN-GRAD DOO;DUNAVSKA 19;26220 Kovin;Južno-Banatski;21012122;108503226;Društvo sa ograničenom odgovornošću;24.4.2014.;Hoteli i sličan smeštaj
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU AGRO - PLAMEN VRŠAC;AGRO - PLAMEN DOO VRŠAC;ĐURE CVEJIĆA 111;26300 VRŠAC;Južno-Banatski;20964049;108263873;Društvo sa ograničenom odgovornošću;15.10.2013.;Gajenje ostalih jednogodišnjih i dvogodišnjih biljaka
PELCER DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU SUBOTICA;PELCER DOO SUBOTICA;DUNAVSKA 4;24000 Subotica;Severno-Bački;20237961;104792264;Društvo sa ograničenom odgovornošću;5.1.2007.;Proizvodnja mašina za ostale specijalne namene
UDRUŽENjE GRAĐANA PELCER;UDRUŽENjE GRAĐANA PELCER;ZMAJ JOVINA 5;36216 Novo Selo;Raški;28372507;114134867;Udruženje, savez;28.12.2023.;Delatnost ostalih organizacija na bazi učlanjenja
GrappS Društvo sa ograničenom odgovornošću za proizvodnju, promet i usluge Smederevo;GrappS DOO;Branislava Nušića 8;11300 SMEDEREVO;Podunavski;06791450;100967077;Društvo sa ograničenom odgovornošću;25.1.1993.;Proizvodnja metalnih konstrukcija i delova konstrukcija
ELEKTROMOTOR-ŠIMON PREDUZEĆE ZA PROIZVODNJU, ZA TRGOVINU I USLUGE DOO VRŠAC;ELEKTROMOTOR-ŠIMON DOO VRŠAC;UŽIČKA 19;26600;Južno-Banatski;20045558;103904313;Društvo sa ograničenom odgovornošću;3.6.2005.;Popravka ostalih ličnih predmeta i predmeta za domaćinstvo
PRIVREDNO DRUŠTVO ZA PROIZVODNJU, PROMET I USLUGE LEONI GROUP DOO, VITKOVAC;LEONI GROUP DOO KRALJEVO, VITKOVAC 180;GRUŽANSKA 15;36000 KRALJEVO;Zaječarski;20371986;105405562;Društvo sa ograničenom odgovornošću;16.10.2007.;Trgovina na veliko poljoprivrednim mašinama, opremom i priborom
STEFAN STOJANOVIĆ PR RADNjA ZA MAŠINSKU OBRADU METALA REDUKTORI 2013 NIŠ;STEFAN STOJANOVIĆ PR RADNjA ZA MAŠINSKU OBRADU METALA REDUKTORI 2013 NIŠ;VIZANTISKI BULEVAR 102;18000 NIŠ;Grad Niš;63388548;108345385;Preduzetnik;20.12.2013.;Mašinska obrada metala
"""POLITEHNIKA"" - ŠKOLA ZA NOVE TEHNOLOGIJE";"""POLITEHNIKA"" - ŠKOLA ZA NOVE TEHNOLOGIJE";AUTOPUT 18;11080 ZEMUN;Grad Beograd;17642197;104266332;Not Found;9.3.2006.;Srednje stručno obrazovanje
USPRS - SINDIKAT POLITEHNIKA ŠKOLA ZA NOVE TEHNOLOGIJE;USPRS - SINDIKAT POLITEHNIKA ŠKOLA ZA NOVE TEHNOLOGIJE;BULEVAR ZORANA ĐINĐIĆA 152/A;11070 NOVI BEOGRAD;Grad Beograd;17803662;107082550;Not Found;2.6.2011.;Delatnost sindikata
SAOBRAĆAJNI INSTITUT CIP DOO, BEOGRAD (SAVSKI VENAC);CIP;Nemanjina 6/IV;11000 BEOGRAD;Grad Beograd;07451342;100003172;Društvo sa ograničenom odgovornošću;15.8.1990.;Inženjerske delatnosti i tehničko savetovanje
CIP CENTAR ZA INFORMATIČKI INŽENJERING I PROJEKTOVANJE DOO, KRALJEVO;CIP DOO KRALJEVO;AERODROMSKA 5;36000 KRALJEVO;Raški;06637710;101593993;Društvo sa ograničenom odgovornošću;1.2.1993.;Proizvodnja kablova od optičkih vlakana
ČIP DOO ZA PROIZVODNJU I MONTAŽU TERMOTEHNIČKIH I RASHLADNIH SISTEMA I PROCESNE OPREME PROKUPLJE;ČIP DOO PROKUPLJE;DRAGOLJUBA RAKIĆA BB;18400 PROKUPLJE;Toplički;06082157;100952163;Društvo sa ograničenom odgovornošću;21.4.1992.;Proizvodnja rashladne i ventilacione opreme, osim za domaćinstvo
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU, TRGOVINU I USLUGE MOBEX CIP KRAGUJEVAC;MOBEX CIP DOO KRAGUJEVAC;Poštanska 4;34000 KRAGUJEVAC;Šumadijski;20403764;105513847;Društvo sa ograničenom odgovornošću;3.4.2008.;Mašinska obrada metala
Privredno društvo ČIP AGRAR d.o.o. Prokuplje;ČIP AGRAR d.o.o. Prokuplje;DRAGOLJUBA RAKIĆA BB;18400 PROKUPLJE;Toplički;21169269;109366356;Društvo sa ograničenom odgovornošću;5.2.2016.;Proizvodnja mašina za poljoprivredu i šumarstvo
CIP PUBLIK D.O.O.;CIP PUBLIK D.O.O.;NEMANJINA 6;11000 BEOGRAD;Grad Beograd;17202588;100271758;Not Found;1.1.0001.;Not Found
ČIP-COM PREDUZEĆE ZA PROIZVODNJU, TRGOVINU I USLUGE DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU, BEOGRAD (RAKOVICA) - U LIKVIDACIJI;ČIP-COM DOO BEOGRAD - U LIKVIDACIJI;Patrijarha Pavla 34;11090 BEOGRAD-RAKOVICA;Grad Beograd;07769466;100035776;Društvo sa ograničenom odgovornošću;14.1.1991.;Ostali nepomenuti specifični građevinski radovi
DAVID MARTIĆ PR IZRADA ELEMENATA ZA MAŠINE ELEMENT 2018 ŠABAC;DAVID MARTIĆ PR IZRADA ELEMENATA ZA MAŠINE ELEMENT 2018 ŠABAC;Dalmatinska 2;15000 ŠABAC;Mačvanski;65068516;110910152;Preduzetnik;6.7.2018.;Proizvodnja veznih elemenata i vijčanih mašinskih proizvoda
MILOŠ BUBULJ PR SAMOSTALNA ZANATSKO TRGOVINSKA RADNJA JOMI-ING ĐURĐEVO;MILOŠ BUBULJ PR SZTR JOMI-ING;KARAĐORĐEVA 11 A;21239 Đurđevo;Južno-Bački;62394889;106956375;Preduzetnik;21.2.2011.;Mašinska obrada metala
NS-STEEL 1989 DOO VETERNIK;NS-STEEL 1989 DOO VETERNIK;Zorana Radmilovića 18;21203 Veternik;Južno-Bački;21469424;111362115;Društvo sa ograničenom odgovornošću;1.4.2019.;Mašinska obrada metala
Miloš Vujošević preduzetnik TERMIČKA OBRADA METALA VUJOŠEVIĆ Mladenovac;Miloš Vujošević preduzetnik VUJOŠEVIĆ;LIVADARSKA 15;11415 Koraćica;Grad Beograd;66013359;112304149;Preduzetnik;13.1.2021.;Obrada i prevlačenje metala
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU, TRGOVINU I USLUGE ŠKAPINA ČAČAK;ŠKAPINA DOO ČAČAK;BULEVAR OSLOBOĐENJA 30;32000 Čačak;Moravički;20032227;103842130;Društvo sa ograničenom odgovornošću;7.4.2005.;Trgovina na veliko ostalim poluproizvodima
PINK RESEARCH & DEVELOPMENT CENTER društvo s ograničenom odgovornošću Šimanovci;PRDC d.o.o. Šimanovci;Novo Naselje BB;22310 Šimanovci;Sremski;21597813;112051907;Društvo sa ograničenom odgovornošću;13.7.2020.;Proizvodnja vazdušnih i svemirskih letelica i odgovarajuće opreme
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU M PROJECT CO. ČAČAK;DOO M PROJECT CO. ČAČAK;NIKOLE TESLE BB;32000 Čačak;Moravički;20688793;106829739;Društvo sa ograničenom odgovornošću;9.11.2010.;Proizvodnja metalnih konstrukcija i delova konstrukcija
EUROWIN DOO ZA PROIZVODNJU PLASTIČNE I ALUMINIJUMSKE GRAĐEVINSKE STOLARIJE ŠAJKAŠ;EUROWIN DOO ŠAJKAŠ;PETRA DRAPŠINA 55;21244 Šajkaš;Južno-Bački;20806125;107455162;Društvo sa ograničenom odgovornošću;29.2.2012.;Proizvodnja predmeta od plastike za građevinarstvo
PREDUZEĆE ZA PROIZVODNJU, PROMET I USLUGE DMITEH DOO, GORNJI MILANOVAC;PREDUZEĆE DMITEH DOO GORNI MILANOVAC;GRUŽANSKA 1;32300 GORNJI MILANOVAC;Moravički;20412909;105572438;Društvo sa ograničenom odgovornošću;24.4.2008.;Proizvodnja mašina za ostale specijalne namene
DRUŠTVO SA OGRANIČENOM ODGOVORNOŠĆU ZA PROIZVODNJU I RAZVOJ TCS S.E.EUROPE VRŠAC;DOO TCS S.E. EUROPE VRŠAC;PAVLIŠKI PUT LEVO 4B;26300 VRŠAC;Južno-Banatski;08773262;102270074;Društvo sa ograničenom odgovornošću;2.12.2002.;Usluge sistema obezbeđenja
Privredno društvo za usluge AMS SISTEM d.o.o. Beograd-Zemun;AMS SISTEM d.o.o.;Karla Soprona 35;11080 ZEMUN;Grad Beograd;21322245;110237307;Društvo sa ograničenom odgovornošću;20.9.2017.;Mašinska obrada metala
PRIVREDNO DRUŠTVO ZA OBRADU METALA HYPERMILLING DOO SMEDEREVSKA PALANKA;HYPERMILLING DOO SMEDEREVSKA PALANKA;Šulejićeva 217;11420 SMEDEREVSKA PALANKA;Podunavski;21635421;112250676;Društvo sa ograničenom odgovornošću;27.11.2020.;Mašinska obrada metala
STANIMIROVIĆ MILAN PR ZLATARA GEMA NIŠ;STANIMIROVIĆ MILAN PR ZLATARA GEMA NIŠ;OBRENOVIĆEVA BB;18000 NIŠ;Grad Niš;56768165;103667662;Preduzetnik;15.2.2005.;Proizvodnja nakita i srodnih predmeta
